Date,FSLY,IMMR,FB,U,NVDA,AAPL,MSFT,METV
2021-08-26,43.099998474121094,7.400000095367432,364.3800048828125,120.05999755859375,220.5764923095703,147.13751220703125,297.9277648925781,14.8100004196167
2021-08-27,43.75,7.579999923706055,372.6300048828125,123.51000213623047,226.2538299560547,148.19464111328125,298.5553283691406,14.960000038146973
2021-08-30,43.599998474121094,7.570000171661377,380.6600036621094,126.33999633789062,226.77359008789062,152.70230102539062,302.4103088378906,15.029999732971191
2021-08-31,43.599998474121094,7.5,379.3800048828125,126.75,223.7844696044922,151.4158172607422,300.7069396972656,15.109999656677246
2021-09-01,45.7400016784668,7.53000020980835,382.04998779296875,126.5,224.3443145751953,152.09396362304688,300.6571350097656,15.239999771118164
2021-09-02,47.2599983215332,7.579999923706055,375.2799987792969,133.13999938964844,223.89443969726562,153.23085021972656,299.9797668457031,15.229999542236328
2021-09-03,46.689998626708984,7.659999847412109,376.260009765625,133.61000061035156,228.36312866210938,153.87908935546875,299.9698181152344,15.350000381469727
2021-09-07,46.36000061035156,7.590000152587891,382.17999267578125,136.25999450683594,226.55364990234375,156.2625732421875,299.0135192871094,15.40999984741211
2021-09-08,45.13999938964844,7.21999979019165,377.57000732421875,133.6199951171875,223.32460021972656,154.68687438964844,299.0434265136719,15.210000038146973
2021-09-09,45.619998931884766,7.269999980926514,378.0,134.13999938964844,221.705078125,153.64971923828125,296.09490966796875,15.180000305175781
2021-09-10,43.97999954223633,7.239999771118164,378.69000244140625,135.10000610351562,224.71420288085938,148.56361389160156,294.5608825683594,15.119999885559082
2021-09-13,43.90999984741211,7.25,376.510009765625,131.1699981689453,221.4551544189453,149.1420440673828,295.8359375,15.029999732971191
2021-09-14,44.06999969482422,7.079999923706055,376.5299987792969,131.72999572753906,222.35488891601562,147.71592712402344,298.6250915527344,14.989999771118164
2021-09-15,43.56999969482422,7.150000095367432,373.9200134277344,132.02999877929688,223.3446044921875,148.62344360351562,303.6355285644531,15.010000228881836
2021-09-16,44.279998779296875,7.090000152587891,373.05999755859375,134.44000244140625,222.35488891601562,148.38409423828125,304.033935546875,15.029999732971191
2021-09-17,44.869998931884766,7.21999979019165,364.7200012207031,136.69000244140625,218.93588256835938,145.66156005859375,298.7047424316406,14.930000305175781
2021-09-20,42.439998626708984,6.929999828338623,355.70001220703125,127.55999755859375,211.0681915283203,142.55007934570312,293.1563720703125,14.430000305175781
2021-09-21,42.2400016784668,6.869999885559082,357.4800109863281,131.0,212.39781188964844,143.03872680664062,293.6544494628906,14.5600004196167
2021-09-22,42.650001525878906,7.0,343.2099914550781,133.50999450683594,219.34576416015625,145.45213317871094,297.41973876953125,14.729999542236328
2021-09-23,43.08000183105469,7.150000095367432,345.9599914550781,140.94000244140625,224.75418090820312,146.42947387695312,298.39593505859375,14.930000305175781
2021-09-24,42.040000915527344,7.059999942779541,352.9599914550781,142.52000427246094,220.745361328125,146.5192108154297,298.186767578125,14.90999984741211
2021-09-27,42.77000045776367,7.320000171661377,353.5799865722656,137.8300018310547,216.53659057617188,144.9734344482422,293.02691650390625,14.800000190734863
2021-09-28,39.959999084472656,7.039999961853027,340.6499938964844,127.18000030517578,206.92941284179688,141.5228729248047,282.41827392578125,14.270000457763672
2021-09-29,39.439998626708984,6.800000190734863,339.6099853515625,125.83000183105469,205.10992431640625,142.4403839111328,282.89642333984375,14.15999984741211
2021-09-30,40.439998626708984,6.840000152587891,339.3900146484375,126.25,207.09934997558594,141.11399841308594,280.82452392578125,14.15999984741211
2021-10-01,40.560001373291016,6.960000038146973,343.010009765625,126.22000122070312,207.35926818847656,142.2608642578125,287.9765930175781,14.25
2021-10-04,36.97999954223633,6.840000152587891,326.2300109863281,119.8499984741211,197.26223754882812,138.76043701171875,282.0098571777344,13.899999618530273
2021-10-05,38.0099983215332,6.78000020980835,332.9599914550781,128.0500030517578,204.4501190185547,140.72506713867188,287.6379089355469,14.039999961853027
2021-10-06,39.599998474121094,6.610000133514404,333.6400146484375,130.3800048828125,206.93939208984375,141.61264038085938,291.97100830078125,14.100000381469727
2021-10-07,40.61000061035156,6.690000057220459,329.2200012207031,136.07000732421875,210.68829345703125,142.89910888671875,293.70428466796875,14.390000343322754
2021-10-08,40.310001373291016,6.809999942779541,330.04998779296875,136.22000122070312,208.24900817871094,142.5101776123047,293.70428466796875,14.3100004196167
2021-10-11,41.36000061035156,6.78000020980835,325.45001220703125,135.6999969482422,206.88941955566406,142.42042541503906,293.0867004394531,14.229999542236328
2021-10-12,42.06999969482422,6.78000020980835,323.7699890136719,139.24000549316406,206.6494903564453,141.1239776611328,291.7419128417969,14.229999542236328
2021-10-13,43.790000915527344,6.809999942779541,324.5400085449219,137.75999450683594,209.3286895751953,140.52561950683594,295.1585693359375,14.4399995803833
2021-10-14,43.880001068115234,6.929999828338623,328.5299987792969,141.35000610351562,217.39634704589844,143.36782836914062,301.57354736328125,14.640000343322754
2021-10-15,44.88999938964844,6.769999980926514,324.760009765625,141.0,218.5559844970703,144.44488525390625,303.02789306640625,14.779999732971191
2021-10-18,44.77000045776367,6.710000038146973,335.3399963378906,146.0,222.15493774414062,146.1502227783203,306.095947265625,14.920000076293945
2021-10-19,49.56999969482422,6.909999847412109,339.989990234375,147.7100067138672,222.83474731445312,148.35418701171875,307.03228759765625,15.15999984741211
2021-10-20,49.31999969482422,7.019999980926514,340.7799987792969,142.3300018310547,220.9652862548828,148.8528289794922,306.2154541015625,15.119999885559082
2021-10-21,49.58000183105469,7.03000020980835,341.8800048828125,147.10000610351562,226.85357666015625,149.0722198486328,309.5524597167969,15.3100004196167
2021-10-22,48.189998626708984,7.010000228881836,324.6099853515625,143.85000610351562,227.19346618652344,148.28439331054688,307.9586486816406,14.9399995803833
2021-10-25,50.04999923706055,7.340000152587891,328.69000244140625,145.99000549316406,231.59219360351562,148.23452758789062,306.93267822265625,15.039999961853027
2021-10-26,49.86000061035156,7.320000171661377,315.80999755859375,147.6199951171875,247.09764099121094,148.9126739501953,308.9049377441406,15.039999961853027
2021-10-27,48.20000076293945,7.150000095367432,312.2200012207031,144.0800018310547,244.43841552734375,148.44395446777344,321.9142150878906,14.930000305175781
2021-10-28,49.93000030517578,7.980000019073486,316.9200134277344,148.07000732421875,249.3369903564453,152.15380859375,323.0896301269531,15.220000267028809
2021-10-29,50.61000061035156,7.989999771118164,323.57000732421875,151.30999755859375,255.59515380859375,149.391357421875,330.33135986328125,15.319999694824219
2021-11-01,51.5,9.170000076293945,329.9800109863281,148.6999969482422,258.1943664550781,148.55364990234375,328.0901184082031,15.5
2021-11-02,49.31999969482422,9.430000305175781,328.0799865722656,143.8800048828125,263.9327087402344,149.6107635498047,331.83551025390625,15.470000267028809
2021-11-03,53.31999969482422,9.579999923706055,331.6199951171875,147.60000610351562,265.9021301269531,151.07676696777344,332.7021484375,15.600000381469727
2021-11-04,54.38999938964844,7.260000228881836,335.8500061035156,151.66000366210938,297.9227600097656,150.54820251464844,335.1326599121094,15.819999694824219
2021-11-05,49.790000915527344,7.139999866485596,341.1300048828125,151.9600067138672,297.4328918457031,151.08750915527344,334.7541198730469,15.75
2021-11-08,52.380001068115234,7.289999961853027,338.6199951171875,163.10000610351562,307.9498291015625,150.2485809326172,335.68048095703125,15.989999771118164
2021-11-09,51.29999923706055,7.059999942779541,335.3699951171875,171.6300048828125,306.4802551269531,150.61810302734375,334.6445617675781,16.389999389648438
2021-11-10,49.130001068115234,6.980000019073486,327.6400146484375,176.4499969482422,294.5037536621094,147.73178100585938,329.5145568847656,15.90999984741211
2021-11-11,50.13999938964844,6.769999980926514,327.739990234375,182.1300048828125,303.81103515625,147.6818389892578,331.1382141113281,16.09000015258789
2021-11-12,50.61000061035156,6.760000228881836,340.8900146484375,196.64999389648438,303.81103515625,149.7991485595703,335.41156005859375,16.450000762939453
2021-11-15,49.599998474121094,6.909999847412109,347.55999755859375,197.5500030517578,300.162109375,149.8091278076172,334.76409912109375,16.530000686645508
2021-11-16,49.66999816894531,7.340000152587891,342.9599914550781,196.00999450683594,301.94158935546875,150.807861328125,338.19073486328125,16.770000457763672
2021-11-17,47.439998626708984,7.28000020980835,340.7699890136719,191.8000030517578,292.5243225097656,153.29469299316406,338.42022705078125,16.729999542236328
2021-11-18,45.45000076293945,7.019999980926514,338.69000244140625,201.1199951171875,316.65728759765625,157.6691131591797,340.5657958984375,16.84000015258789
2021-11-19,43.91999816894531,6.159999847412109,345.29998779296875,189.75,329.7534484863281,160.34571838378906,342.4020080566406,16.899999618530273
2021-11-22,41.2400016784668,5.800000190734863,341.010009765625,177.1999969482422,319.4664306640625,160.8151092529297,339.1287536621094,16.299999237060547
2021-11-23,39.529998779296875,5.78000020980835,337.25,176.07000732421875,317.3670654296875,161.20462036132812,336.98321533203125,16.100000381469727
2021-11-24,40.08000183105469,5.880000114440918,341.05999755859375,181.80999755859375,326.6443176269531,161.73394775390625,337.2127380371094,16.280000686645508
2021-11-26,40.529998779296875,5.699999809265137,333.1199951171875,179.88999938964844,314.937744140625,156.6104736328125,328.9997253417969,16.010000228881836
2021-11-29,41.279998779296875,6.03000020980835,338.0299987792969,170.3300018310547,333.66229248046875,160.03610229492188,335.9353942871094,16.3799991607666
2021-11-30,40.7599983215332,6.010000228881836,324.4599914550781,172.38999938964844,326.6643371582031,165.0896759033203,329.9078369140625,16.100000381469727
2021-12-01,36.08000183105469,6.0,310.6000061035156,151.67999267578125,314.29644775390625,164.5603485107422,329.3988952636719,15.470000267028809
2021-12-02,36.45000076293945,5.929999828338623,310.3900146484375,152.33999633789062,321.2052917480469,163.55162048339844,328.8100891113281,15.600000381469727
2021-12-03,35.91999816894531,5.710000038146973,306.8399963378906,146.8800048828125,306.8777160644531,161.63406372070312,322.343505859375,15.1899995803833
2021-12-06,37.709999084472656,5.639999866485596,317.8699951171875,147.57000732421875,300.3188171386719,165.10964965820312,325.5169372558594,15.260000228881836
2021-12-07,39.45000076293945,5.789999961853027,322.80999755859375,153.5,324.2147521972656,170.96217346191406,334.2289123535156,15.84000015258789
2021-12-08,43.209999084472656,5.760000228881836,330.55999755859375,153.94000244140625,318.2057800292969,174.8572235107422,334.27880859375,16.040000915527344
2021-12-09,41.119998931884766,5.480000019073486,329.82000732421875,140.0,304.8480529785156,174.33787536621094,332.41265869140625,15.579999923706055
2021-12-10,40.439998626708984,5.5,329.75,139.47000122070312,301.9285583496094,179.22166442871094,341.83319091796875,15.520000457763672
2021-12-13,40.310001373291016,5.21999979019165,334.489990234375,139.75,281.56201171875,175.51638793945312,338.69964599609375,15.239999771118164
2021-12-14,39.38999938964844,5.239999771118164,333.739990234375,140.0,283.32171630859375,174.10818481445312,327.6624755859375,15.0600004196167
2021-12-15,39.90999984741211,5.860000133514404,341.6600036621094,140.74000549316406,304.5381164550781,179.0718536376953,333.95947265625,15.279999732971191
2021-12-16,38.689998626708984,5.590000152587891,334.8999938964844,133.74000549316406,283.8216247558594,172.04080200195312,324.2295837402344,14.789999961853027
2021-12-17,40.68000030517578,5.900000095367432,333.7900085449219,138.41000366210938,277.962646484375,170.9222412109375,323.1318359375,14.899999618530273
2021-12-20,38.18000030517578,5.769999980926514,325.45001220703125,137.2899932861328,277.1427917480469,169.53399658203125,319.2498779296875,14.649999618530273
2021-12-21,40.59000015258789,5.860000133514404,334.20001220703125,145.83999633789062,290.7004699707031,172.76988220214844,326.6146545410156,15.170000076293945
2021-12-22,39.63999938964844,6.019999980926514,330.45001220703125,144.88999938964844,293.9499206542969,175.41650390625,332.5124816894531,15.239999771118164
2021-12-23,39.380001068115234,6.099999904632568,335.239990234375,145.57000732421875,296.3494873046875,176.05569458007812,333.9993896484375,15.359999656677246
2021-12-27,37.75,6.050000190734863,346.17999267578125,148.00999450683594,309.3973083496094,180.1005401611328,341.7433776855469,15.600000381469727
2021-12-28,36.2599983215332,5.869999885559082,346.2200012207031,143.52000427246094,303.1683349609375,179.06185913085938,340.54583740234375,15.369999885559082
2021-12-29,35.09000015258789,5.800000190734863,342.94000244140625,144.5500030517578,299.9588928222656,179.15174865722656,341.2444152832031,15.25
2021-12-30,37.22999954223633,5.849999904632568,344.3599853515625,145.9199981689453,295.8096008300781,177.97325134277344,338.6198425292969,15.3100004196167
2021-12-31,35.45000076293945,5.710000038146973,336.3500061035156,142.99000549316406,294.05987548828125,177.34405517578125,335.62603759765625,15.180000305175781
